customer_id,product_id,sales_transaction_date,,dealership_id,,,,,,,,,,
33290,8,12-03-2017 00:00,11:41:00,,,,,,,,,,,
33299,8,06-01-2018 00:00,23:03:00,,,,,,,,,,,
33300,8,20-09-2017 00:00,04:40:00,16,,,,,,,,,,
33306,8,18-06-2018 00:00,07:58:00,,,,,,,,,,,
33325,8,26-11-2018 00:00,16:13:00,7,,,,,,,,,,
33334,8,08-12-2018 00:00,06:56:00,17,,,,,,,,,,
33338,8,13-05-2018 00:00,01:48:00,7,,,,,,,,,,
33355,8,10-01-2019 00:00,14:19:00,18,,,,,,,,,,
33366,8,05-07-2017 00:00,12:08:00,11,,,,,,,,,,
33381,8,11-07-2017 00:00,06:00:00,,,,,,,,,,,
33396,8,04-09-2018 00:00,19:12:00,7,,,,,,,,,,
33405,8,13-12-2018 00:00,01:08:00,7,,,,,,,,,,
33427,8,22-05-2017 00:00,22:26:00,,,,,,,,,,,
33427,8,09-07-2018 00:00,12:45:00,11,,,,,,,,,,
33464,8,13-05-2018 00:00,06:43:00,10,,,,,,,,,,
33468,8,16-10-2018 00:00,03:13:00,19,,,,,,,,,,
33550,8,15-03-2019 00:00,18:09:00,,,,,,,,,,,
33603,8,26-10-2018 00:00,10:40:00,,,,,,,,,,,
33634,8,20-04-2019 00:00,06:12:00,,,,,,,,,,,
33659,8,28-07-2018 00:00,06:33:00,19,,,,,,,,,,
33681,8,09-07-2017 00:00,09:02:00,2,,,,,,,,,,
33704,8,17-06-2018 00:00,13:50:00,3,,,,,,,,,,
33762,8,16-12-2018 00:00,20:31:00,2,,,,,,,,,,
33766,8,10-07-2017 00:00,17:16:00,,,,,,,,,,,
33775,8,04-01-2018 00:00,13:20:00,1,,,,,,,,,,
33803,8,14-10-2017 00:00,04:23:00,1,,,,,,,,,,
33803,8,01-12-2018 00:00,14:20:00,,,,,,,,,,,
33811,8,05-04-2019 00:00,03:08:00,,,,,,,,,,,
33825,8,14-08-2017 00:00,22:54:00,,,,,,,,,,,
33826,8,20-01-2019 00:00,21:45:00,14,,,,,,,,,,
33838,8,16-02-2017 00:00,04:19:00,2,,,,,,,,,,
33839,8,07-08-2017 00:00,11:43:00,,,,,,,,,,,
33843,8,16-07-2017 00:00,01:05:00,8,,,,,,,,,,
33843,8,14-12-2018 00:00,06:47:00,,,,,,,,,,,
33847,8,05-12-2017 00:00,11:42:00,,,,,,,,,,,
33858,8,31-10-2018 00:00,07:48:00,,,,,,,,,,,
33863,8,02-06-2018 00:00,04:41:00,,,,,,,,,,,
33873,8,03-07-2018 00:00,20:19:00,,,,,,,,,,,
33887,8,06-12-2018 00:00,12:49:00,18,,,,,,,,,,
33916,8,25-04-2019 00:00,16:24:00,,,,,,,,,,,
33929,8,04-01-2018 00:00,21:12:00,,,,,,,,,,,
33935,8,09-10-2018 00:00,22:40:00,,,,,,,,,,,
33949,8,01-10-2018 00:00,00:39:00,,,,,,,,,,,
33956,8,19-06-2017 00:00,16:56:00,7,,,,,,,,,,
33966,8,23-11-2018 00:00,23:44:00,,,,,,,,,,,
33974,8,08-01-2019 00:00,09:48:00,10,,,,,,,,,,
33983,8,25-05-2017 00:00,14:47:00,,,,,,,,,,,
33995,8,20-10-2018 00:00,02:12:00,17,,,,,,,,,,
34043,8,09-09-2017 00:00,04:45:00,,,,,,,,,,,
34043,8,21-09-2018 00:00,04:04:00,7,,,,,,,,,,
34071,8,13-02-2019 00:00,07:29:00,9,,,,,,,,,,
34073,8,06-02-2019 00:00,18:09:00,,,,,,,,,,,
34087,8,06-07-2018 00:00,15:31:00,10,,,,,,,,,,
34171,8,24-07-2018 00:00,20:47:00,,,,,,,,,,,
34183,8,22-08-2017 00:00,22:06:00,9,,,,,,,,,,
34193,8,30-01-2018 00:00,19:21:00,10,,,,,,,,,,
34205,8,04-05-2017 00:00,12:09:00,,,,,,,,,,,
34240,8,09-10-2017 00:00,23:54:00,,,,,,,,,,,
34249,8,26-08-2017 00:00,03:21:00,,,,,,,,,,,
34270,8,23-06-2017 00:00,22:10:00,,,,,,,,,,,
34277,8,27-12-2017 00:00,07:52:00,3,,,,,,,,,,
34333,8,04-04-2018 00:00,14:47:00,,,,,,,,,,,
34338,8,25-07-2018 00:00,15:48:00,19,,,,,,,,,,
34356,8,06-07-2018 00:00,10:15:00,1,,,,,,,,,,
34359,8,22-10-2018 00:00,02:01:00,,,,,,,,,,,
34378,8,06-04-2019 00:00,13:44:00,,,,,,,,,,,
34384,8,22-04-2017 00:00,21:01:00,,,,,,,,,,,
34398,8,11-04-2018 00:00,19:58:00,,,,,,,,,,,
34409,8,23-12-2018 00:00,23:39:00,,,,,,,,,,,
34446,8,15-11-2017 00:00,06:28:00,,,,,,,,,,,
34446,8,27-12-2017 00:00,04:52:00,20,,,,,,,,,,
34470,8,19-05-2018 00:00,09:15:00,,,,,,,,,,,
34517,8,23-05-2018 00:00,11:19:00,10,,,,,,,,,,
34521,8,30-06-2017 00:00,23:30:00,15,,,,,,,,,,
34528,8,09-03-2017 00:00,02:21:00,15,,,,,,,,,,
34530,8,05-08-2018 00:00,23:40:00,7,,,,,,,,,,
34535,8,29-06-2018 00:00,23:13:00,11,,,,,,,,,,
34570,8,29-01-2018 00:00,09:54:00,10,,,,,,,,,,
34575,8,28-09-2017 00:00,16:40:00,18,,,,,,,,,,
34602,8,29-01-2019 00:00,01:46:00,7,,,,,,,,,,
34679,8,11-09-2018 00:00,02:44:00,10,,,,,,,,,,
34692,8,08-05-2018 00:00,23:30:00,7,,,,,,,,,,
34705,8,01-10-2017 00:00,10:50:00,,,,,,,,,,,
34710,8,12-09-2017 00:00,08:31:00,17,,,,,,,,,,
34732,8,09-10-2017 00:00,22:54:00,,,,,,,,,,,
34737,8,10-05-2019 00:00,21:47:00,,,,,,,,,,,
34750,8,27-06-2017 00:00,01:13:00,9,,,,,,,,,,
34777,8,07-06-2017 00:00,00:37:00,14,,,,,,,,,,
34800,8,05-05-2019 00:00,02:52:00,,,,,,,,,,,
34805,8,26-11-2017 00:00,02:55:00,,,,,,,,,,,
34813,8,04-11-2017 00:00,08:40:00,14,,,,,,,,,,
34822,8,28-11-2017 00:00,23:40:00,10,,,,,,,,,,
34866,8,30-06-2018 00:00,03:24:00,14,,,,,,,,,,
34883,8,03-11-2017 00:00,21:59:00,11,,,,,,,,,,
34896,8,12-04-2018 00:00,07:08:00,,,,,,,,,,,
34905,8,27-05-2017 00:00,02:05:00,2,,,,,,,,,,
34925,8,04-05-2018 00:00,21:51:00,10,,,,,,,,,,
34962,8,12-05-2017 00:00,20:32:00,,,,,,,,,,,
34963,8,21-07-2017 00:00,09:42:00,,,,,,,,,,,
34971,8,02-05-2017 00:00,12:46:00,,,,,,,,,,,
35032,8,17-05-2018 00:00,03:29:00,1,,,,,,,,,,
35267,8,14-07-2018 00:00,10:16:00,18,,,,,,,,,,
35095,8,08-02-2019 00:00,00:13:00,,,,,,,,,,,
35098,8,09-09-2017 00:00,16:51:00,2,,,,,,,,,,
35105,8,25-02-2019 00:00,18:57:00,7,,,,,,,,,,
35153,8,25-05-2017 00:00,19:26:00,10,,,,,,,,,,
35158,8,06-03-2017 00:00,08:10:00,,,,,,,,,,,
35164,8,10-04-2017 00:00,00:37:00,11,,,,,,,,,,
35195,8,04-08-2017 00:00,08:15:00,3,,,,,,,,,,
35200,8,27-01-2019 00:00,21:13:00,14,,,,,,,,,,
35210,8,26-05-2018 00:00,14:57:00,16,,,,,,,,,,
35231,8,24-01-2018 00:00,10:30:00,,,,,,,,,,,
35232,8,08-10-2017 00:00,19:24:00,1,,,,,,,,,,
35262,8,15-11-2017 00:00,11:31:00,13,,,,,,,,,,
35268,8,25-05-2017 00:00,12:13:00,,,,,,,,,,,
35301,8,30-09-2017 00:00,12:32:00,6,,,,,,,,,,
35303,8,12-09-2018 00:00,13:53:00,8,,,,,,,,,,
35322,8,02-03-2018 00:00,15:35:00,,,,,,,,,,,
35327,8,05-05-2018 00:00,23:47:00,,,,,,,,,,,
35341,8,31-07-2017 00:00,14:21:00,,,,,,,,,,,
35369,8,23-07-2018 00:00,14:58:00,7,,,,,,,,,,
35424,8,09-07-2018 00:00,13:54:00,,,,,,,,,,,
35427,8,16-02-2018 00:00,04:14:00,16,,,,,,,,,,
35427,8,14-04-2018 00:00,16:31:00,16,,,,,,,,,,
35492,8,09-02-2019 00:00,21:34:00,15,,,,,,,,,,
35493,8,13-05-2019 00:00,12:40:00,,,,,,,,,,,
35509,8,30-11-2017 00:00,07:15:00,18,,,,,,,,,,
35557,8,05-02-2018 00:00,19:42:00,10,,,,,,,,,,
35663,8,13-03-2019 00:00,11:11:00,11,,,,,,,,,,
35666,8,16-08-2017 00:00,06:04:00,18,,,,,,,,,,
35723,8,06-11-2017 00:00,02:44:00,,,,,,,,,,,
35738,8,28-03-2017 00:00,03:08:00,,,,,,,,,,,
35740,8,10-08-2017 00:00,09:56:00,10,,,,,,,,,,
35746,8,16-10-2018 00:00,11:32:00,19,,,,,,,,,,
35762,8,05-10-2018 00:00,07:06:00,3,,,,,,,,,,
35849,8,20-08-2018 00:00,09:54:00,,,,,,,,,,,
35874,8,20-07-2018 00:00,06:32:00,,,,,,,,,,,
35903,8,29-04-2019 00:00,00:53:00,17,,,,,,,,,,
35912,8,28-11-2017 00:00,19:37:00,,,,,,,,,,,
35917,8,30-08-2017 00:00,23:39:00,,,,,,,,,,,
35955,8,24-06-2017 00:00,19:26:00,,,,,,,,,,,
35965,8,23-04-2017 00:00,04:04:00,,,,,,,,,,,
35967,8,17-10-2017 00:00,02:20:00,3,,,,,,,,,,
35989,8,03-07-2018 00:00,03:19:00,1,,,,,,,,,,
36008,8,18-11-2018 00:00,13:28:00,,,,,,,,,,,
36023,8,06-11-2018 00:00,12:08:00,5,,,,,,,,,,
36028,8,24-05-2017 00:00,03:16:00,14,,,,,,,,,,
36040,8,23-08-2018 00:00,13:33:00,,,,,,,,,,,
36055,8,02-10-2018 00:00,21:05:00,10,,,,,,,,,,
36060,8,30-01-2018 00:00,02:05:00,,,,,,,,,,,
36072,8,28-12-2018 00:00,17:31:00,,,,,,,,,,,
36103,8,23-05-2018 00:00,10:01:00,15,,,,,,,,,,
36128,8,11-08-2017 00:00,22:44:00,19,,,,,,,,,,
36132,8,26-12-2017 00:00,22:39:00,16,,,,,,,,,,
36141,8,24-03-2018 00:00,20:15:00,,,,,,,,,,,
36167,8,21-02-2017 00:00,14:04:00,7,,,,,,,,,,
36194,8,25-10-2017 00:00,19:59:00,,,,,,,,,,,
36204,8,30-08-2017 00:00,12:46:00,,,,,,,,,,,
36218,8,29-06-2018 00:00,10:58:00,20,,,,,,,,,,
36238,8,28-01-2019 00:00,09:08:00,,,,,,,,,,,
36248,8,11-06-2018 00:00,05:16:00,14,,,,,,,,,,
36286,8,01-05-2017 00:00,18:50:00,,,,,,,,,,,
36308,8,01-08-2017 00:00,19:26:00,,,,,,,,,,,
36372,8,21-12-2017 00:00,23:11:00,,,,,,,,,,,
36395,8,31-03-2018 00:00,23:35:00,,,,,,,,,,,
36409,8,23-02-2018 00:00,19:49:00,,,,,,,,,,,
36427,8,23-06-2017 00:00,04:49:00,16,,,,,,,,,,
36428,8,25-07-2018 00:00,09:49:00,,,,,,,,,,,
36429,8,17-09-2018 00:00,19:26:00,,,,,,,,,,,
36433,8,08-11-2018 00:00,23:28:00,,,,,,,,,,,
36434,8,25-08-2017 00:00,21:05:00,5,,,,,,,,,,
36463,8,26-05-2018 00:00,23:53:00,11,,,,,,,,,,
36468,8,19-04-2019 00:00,05:51:00,3,,,,,,,,,,
36475,8,05-04-2017 00:00,11:08:00,,,,,,,,,,,
36480,8,09-04-2017 00:00,06:06:00,12,,,,,,,,,,
36485,8,18-11-2018 00:00,03:36:00,13,,,,,,,,,,
36502,8,06-11-2017 00:00,06:49:00,10,,,,,,,,,,
36556,8,12-09-2018 00:00,03:22:00,11,,,,,,,,,,
36560,8,14-10-2017 00:00,03:48:00,,,,,,,,,,,
36560,8,25-12-2017 00:00,20:46:00,,,,,,,,,,,
36561,8,02-01-2018 00:00,04:14:00,11,,,,,,,,,,
36572,8,12-02-2018 00:00,20:48:00,,,,,,,,,,,
36575,8,17-08-2017 00:00,10:17:00,6,,,,,,,,,,
36609,8,28-05-2019 00:00,07:21:00,,,,,,,,,,,
36649,8,12-04-2019 00:00,01:26:00,1,,,,,,,,,,
36650,8,09-07-2017 00:00,20:29:00,7,,,,,,,,,,
36703,8,07-08-2017 00:00,01:54:00,,,,,,,,,,,
36716,8,19-01-2018 00:00,07:16:00,7,,,,,,,,,,
36737,8,06-07-2017 00:00,04:45:00,6,,,,,,,,,,
36758,8,07-10-2017 00:00,01:37:00,,,,,,,,,,,
36774,8,29-03-2019 00:00,14:18:00,5,,,,,,,,,,
36800,8,15-11-2017 00:00,20:01:00,,,,,,,,,,,
36802,8,04-04-2017 00:00,10:25:00,,,,,,,,,,,
36811,8,12-09-2018 00:00,06:35:00,7,,,,,,,,,,
36844,8,16-04-2017 00:00,01:36:00,11,,,,,,,,,,
36851,8,06-07-2018 00:00,21:34:00,,,,,,,,,,,
36877,8,15-07-2018 00:00,21:29:00,3,,,,,,,,,,
36906,8,07-02-2018 00:00,02:19:00,,,,,,,,,,,
36932,8,18-05-2019 00:00,22:06:00,15,,,,,,,,,,
36936,8,23-08-2018 00:00,20:10:00,10,,,,,,,,,,
36971,8,18-05-2018 00:00,11:25:00,,,,,,,,,,,
36983,8,20-02-2019 00:00,00:51:00,,,,,,,,,,,
36988,8,30-06-2018 00:00,15:28:00,,,,,,,,,,,
36998,8,02-08-2018 00:00,00:20:00,11,,,,,,,,,,
37008,8,17-07-2018 00:00,13:06:00,,,,,,,,,,,
37009,8,22-05-2018 00:00,10:53:00,5,,,,,,,,,,
37020,8,03-11-2018 00:00,10:48:00,10,,,,,,,,,,
37081,8,15-04-2018 00:00,08:09:00,7,,,,,,,,,,
37117,8,17-09-2017 00:00,20:13:00,10,,,,,,,,,,
37133,8,28-06-2018 00:00,05:14:00,,,,,,,,,,,
37191,8,17-12-2017 00:00,20:40:00,16,,,,,,,,,,
37219,8,28-05-2019 00:00,20:38:00,8,,,,,,,,,,
37283,8,24-07-2017 00:00,16:23:00,,,,,,,,,,,
37300,8,16-07-2017 00:00,00:42:00,,,,,,,,,,,
37310,8,18-05-2019 00:00,23:51:00,1,,,,,,,,,,
37311,8,07-10-2017 00:00,11:15:00,17,,,,,,,,,,
37335,8,28-04-2019 00:00,10:43:00,14,,,,,,,,,,
37340,8,08-05-2018 00:00,09:17:00,,,,,,,,,,,
37353,8,23-09-2018 00:00,18:27:00,,,,,,,,,,,
37360,8,20-07-2017 00:00,18:33:00,8,,,,,,,,,,
37393,8,29-10-2017 00:00,02:29:00,5,,,,,,,,,,
37410,8,28-11-2018 00:00,13:23:00,,,,,,,,,,,
37442,8,27-03-2019 00:00,14:01:00,,,,,,,,,,,
37451,8,15-04-2018 00:00,11:31:00,7,,,,,,,,,,
37457,8,01-09-2017 00:00,17:00:00,,,,,,,,,,,
37457,8,20-04-2019 00:00,02:05:00,2,,,,,,,,,,
37461,8,13-10-2017 00:00,16:58:00,,,,,,,,,,,
37484,8,08-04-2019 00:00,06:25:00,12,,,,,,,,,,
37493,8,01-02-2018 00:00,16:50:00,16,,,,,,,,,,
37499,8,18-05-2018 00:00,09:50:00,19,,,,,,,,,,
37541,8,08-09-2017 00:00,09:05:00,1,,,,,,,,,,
37567,8,02-10-2018 00:00,00:54:00,,,,,,,,,,,
37623,8,22-10-2017 00:00,20:20:00,,,,,,,,,,,
37645,8,16-01-2018 00:00,00:17:00,10,,,,,,,,,,
37651,8,23-09-2018 00:00,02:02:00,15,,,,,,,,,,
37668,8,20-12-2018 00:00,17:20:00,1,,,,,,,,,,
37732,8,01-12-2018 00:00,01:54:00,8,,,,,,,,,,
37743,8,07-09-2017 00:00,05:58:00,7,,,,,,,,,,
37747,8,08-05-2018 00:00,07:20:00,,,,,,,,,,,
37754,8,30-03-2017 00:00,01:42:00,1,,,,,,,,,,
37770,8,23-12-2017 00:00,09:35:00,18,,,,,,,,,,
37831,8,10-12-2017 00:00,20:52:00,,,,,,,,,,,
37846,8,25-05-2019 00:00,08:11:00,,,,,,,,,,,
37893,8,15-09-2018 00:00,10:45:00,,,,,,,,,,,
37917,8,16-09-2017 00:00,22:59:00,12,,,,,,,,,,
37926,8,12-05-2018 00:00,09:02:00,1,,,,,,,,,,
37939,8,29-04-2019 00:00,03:03:00,16,,,,,,,,,,
37944,8,26-08-2017 00:00,03:50:00,,,,,,,,,,,
37967,8,31-08-2017 00:00,15:57:00,14,,,,,,,,,,
37986,8,11-04-2019 00:00,04:18:00,2,,,,,,,,,,
38012,8,19-01-2019 00:00,03:17:00,11,,,,,,,,,,
38032,8,30-11-2017 00:00,00:35:00,7,,,,,,,,,,
38038,8,29-10-2018 00:00,09:42:00,,,,,,,,,,,
38040,8,31-07-2018 00:00,00:10:00,,,,,,,,,,,
38053,8,30-04-2017 00:00,15:44:00,,,,,,,,,,,
38062,8,21-06-2018 00:00,09:08:00,3,,,,,,,,,,
38066,8,05-05-2019 00:00,07:41:00,,,,,,,,,,,
38068,8,14-09-2018 00:00,18:42:00,11,,,,,,,,,,
38103,8,16-11-2018 00:00,04:51:00,,,,,,,,,,,
38146,8,29-05-2017 00:00,10:16:00,18,,,,,,,,,,
38166,8,23-10-2018 00:00,21:02:00,2,,,,,,,,,,
38173,8,09-10-2018 00:00,12:15:00,,,,,,,,,,,
38188,8,14-11-2017 00:00,01:16:00,1,,,,,,,,,,
38205,8,05-06-2018 00:00,03:10:00,7,,,,,,,,,,
38208,8,04-02-2018 00:00,08:57:00,,,,,,,,,,,
38234,8,23-03-2019 00:00,22:17:00,16,,,,,,,,,,
38259,8,29-10-2017 00:00,22:49:00,,,,,,,,,,,
38283,8,14-07-2017 00:00,01:14:00,,,,,,,,,,,
38302,8,19-08-2017 00:00,11:48:00,11,,,,,,,,,,
38313,8,21-01-2018 00:00,12:13:00,,,,,,,,,,,
38316,8,04-10-2018 00:00,14:10:00,2,,,,,,,,,,
38320,8,11-08-2017 00:00,10:24:00,,,,,,,,,,,
38330,8,13-02-2018 00:00,14:25:00,18,,,,,,,,,,
38330,8,11-03-2018 00:00,18:39:00,,,,,,,,,,,
38349,8,13-04-2018 00:00,01:05:00,,,,,,,,,,,
38349,8,29-10-2018 00:00,20:03:00,,,,,,,,,,,
38370,8,01-06-2017 00:00,04:17:00,,,,,,,,,,,
38377,8,01-03-2018 00:00,02:49:00,,,,,,,,,,,
38378,8,03-02-2019 00:00,03:51:00,20,,,,,,,,,,
38395,8,07-12-2017 00:00,15:37:00,,,,,,,,,,,
38397,8,20-08-2017 00:00,10:02:00,18,,,,,,,,,,
38415,8,23-04-2018 00:00,14:28:00,,,,,,,,,,,
38418,8,14-04-2017 00:00,19:51:00,,,,,,,,,,,
38469,8,07-11-2017 00:00,05:28:00,10,,,,,,,,,,
38482,8,23-09-2018 00:00,08:50:00,3,,,,,,,,,,
38483,8,18-11-2018 00:00,00:47:00,19,,,,,,,,,,
38496,8,29-04-2018 00:00,16:17:00,19,,,,,,,,,,
38498,8,20-09-2018 00:00,11:44:00,10,,,,,,,,,,
38505,8,24-11-2018 00:00,14:41:00,,,,,,,,,,,
38506,8,13-12-2018 00:00,11:23:00,1,,,,,,,,,,
38549,8,01-01-2018 00:00,11:11:00,,,,,,,,,,,
38561,8,29-10-2018 00:00,02:38:00,6,,,,,,,,,,
38575,8,02-07-2018 00:00,17:42:00,6,,,,,,,,,,
38625,8,23-02-2019 00:00,01:41:00,,,,,,,,,,,
38643,8,14-08-2018 00:00,06:58:00,,,,,,,,,,,
38679,8,06-06-2017 00:00,19:45:00,,,,,,,,,,,
38706,8,08-11-2017 00:00,12:12:00,2,,,,,,,,,,
38724,8,20-08-2018 00:00,21:49:00,,,,,,,,,,,
38781,8,21-03-2019 00:00,17:16:00,,,,,,,,,,,
38789,8,22-12-2017 00:00,12:19:00,17,,,,,,,,,,
38800,8,13-11-2017 00:00,12:46:00,10,,,,,,,,,,
38808,8,08-05-2017 00:00,05:48:00,,,,,,,,,,,
38830,8,30-03-2019 00:00,13:16:00,18,,,,,,,,,,
38862,8,22-02-2018 00:00,20:09:00,18,,,,,,,,,,
38904,8,10-04-2019 00:00,03:39:00,2,,,,,,,,,,
38925,8,11-11-2018 00:00,02:23:00,,,,,,,,,,,
38948,8,06-12-2017 00:00,13:06:00,10,,,,,,,,,,
38959,8,21-10-2017 00:00,14:39:00,11,,,,,,,,,,
38965,8,01-07-2018 00:00,15:30:00,18,,,,,,,,,,
38978,8,09-04-2018 00:00,09:18:00,,,,,,,,,,,
38999,8,07-03-2019 00:00,00:05:00,9,,,,,,,,,,
39012,8,15-08-2018 00:00,04:26:00,,,,,,,,,,,
39027,8,01-12-2017 00:00,20:54:00,3,,,,,,,,,,
39027,8,18-01-2018 00:00,02:31:00,3,,,,,,,,,,
39066,8,26-04-2019 00:00,11:07:00,10,,,,,,,,,,
39077,8,25-04-2018 00:00,07:24:00,,,,,,,,,,,
39079,8,29-03-2019 00:00,12:08:00,,,,,,,,,,,
39082,8,05-10-2017 00:00,03:24:00,,,,,,,,,,,
39103,8,28-04-2019 00:00,18:47:00,,,,,,,,,,,
39123,8,09-07-2017 00:00,21:02:00,7,,,,,,,,,,
39158,8,24-04-2017 00:00,09:42:00,,,,,,,,,,,
39163,8,02-08-2018 00:00,21:46:00,12,,,,,,,,,,
39192,8,08-06-2018 00:00,10:45:00,,,,,,,,,,,
39198,8,22-11-2018 00:00,17:20:00,15,,,,,,,,,,
39200,8,03-02-2018 00:00,20:39:00,15,,,,,,,,,,
39212,8,11-08-2018 00:00,06:08:00,7,,,,,,,,,,
39296,8,05-03-2018 00:00,08:14:00,,,,,,,,,,,
39311,8,22-10-2017 00:00,07:58:00,,,,,,,,,,,
39314,8,22-09-2018 00:00,03:09:00,3,,,,,,,,,,
39320,8,11-09-2017 00:00,23:55:00,10,,,,,,,,,,
39336,8,24-03-2017 00:00,15:20:00,,,,,,,,,,,
39343,8,24-10-2017 00:00,07:58:00,2,,,,,,,,,,
39363,8,17-11-2017 00:00,14:03:00,,,,,,,,,,,
39369,8,09-09-2017 00:00,18:59:00,19,,,,,,,,,,
39452,8,22-11-2018 00:00,15:44:00,,,,,,,,,,,
39455,8,28-08-2018 00:00,07:47:00,,,,,,,,,,,
39479,8,11-03-2017 00:00,03:40:00,,,,,,,,,,,
39480,8,02-05-2019 00:00,00:03:00,,,,,,,,,,,
39481,8,21-08-2018 00:00,00:09:00,2,,,,,,,,,,
39533,8,03-01-2018 00:00,07:43:00,,,,,,,,,,,
39541,8,08-07-2017 00:00,20:45:00,19,,,,,,,,,,
39590,8,13-08-2018 00:00,12:14:00,19,,,,,,,,,,
39603,8,19-07-2017 00:00,01:18:00,10,,,,,,,,,,
39603,8,27-08-2017 00:00,11:41:00,10,,,,,,,,,,
39603,8,17-11-2017 00:00,22:37:00,10,,,,,,,,,,
39622,8,11-12-2018 00:00,23:41:00,11,,,,,,,,,,
39623,8,29-07-2017 00:00,21:42:00,4,,,,,,,,,,
39656,8,31-07-2017 00:00,10:06:00,,,,,,,,,,,
39660,8,09-07-2017 00:00,03:10:00,11,,,,,,,,,,
39678,8,10-09-2018 00:00,10:44:00,18,,,,,,,,,,
39685,8,06-02-2019 00:00,09:52:00,10,,,,,,,,,,
39715,8,22-01-2019 00:00,07:40:00,17,,,,,,,,,,
39733,8,18-07-2017 00:00,19:18:00,,,,,,,,,,,
39752,8,24-03-2017 00:00,22:59:00,15,,,,,,,,,,
39760,8,11-05-2018 00:00,09:08:00,,,,,,,,,,,
39761,8,12-05-2018 00:00,11:31:00,7,,,,,,,,,,
39818,8,14-03-2017 00:00,06:49:00,,,,,,,,,,,
39832,8,05-03-2018 00:00,08:59:00,,,,,,,,,,,
39834,8,08-09-2018 00:00,11:29:00,,,,,,,,,,,
39840,8,15-04-2017 00:00,03:34:00,10,,,,,,,,,,
39845,8,08-02-2018 00:00,11:38:00,,,,,,,,,,,
39850,8,05-04-2018 00:00,21:06:00,18,,,,,,,,,,
39854,8,03-12-2017 00:00,17:19:00,19,,,,,,,,,,
39867,8,01-03-2017 00:00,06:25:00,,,,,,,,,,,
39876,8,22-09-2017 00:00,07:30:00,18,,,,,,,,,,
39894,8,13-05-2017 00:00,08:54:00,20,,,,,,,,,,
39919,8,13-05-2017 00:00,14:40:00,,,,,,,,,,,
39937,8,17-04-2018 00:00,06:01:00,,,,,,,,,,,
39946,8,08-06-2017 00:00,21:37:00,,,,,,,,,,,
39984,8,27-07-2018 00:00,23:45:00,,,,,,,,,,,
40000,8,14-05-2019 00:00,20:11:00,3,,,,,,,,,,
40018,8,29-08-2018 00:00,04:25:00,12,,,,,,,,,,
40065,8,17-07-2017 00:00,20:15:00,,,,,,,,,,,
40110,8,04-04-2018 00:00,10:29:00,,,,,,,,,,,
40151,8,20-07-2018 00:00,13:26:00,17,,,,,,,,,,
40211,8,20-06-2017 00:00,02:39:00,2,,,,,,,,,,
40224,8,16-10-2018 00:00,00:44:00,5,,,,,,,,,,
40227,8,28-10-2018 00:00,15:48:00,11,,,,,,,,,,
40306,8,30-08-2017 00:00,03:10:00,2,,,,,,,,,,
40310,8,22-02-2019 00:00,00:44:00,3,,,,,,,,,,
40316,8,18-10-2017 00:00,02:10:00,9,,,,,,,,,,
40319,8,12-03-2018 00:00,10:29:00,,,,,,,,,,,
40321,8,09-11-2018 00:00,12:10:00,,,,,,,,,,,
40325,8,11-07-2018 00:00,19:43:00,,,,,,,,,,,
40341,8,10-04-2019 00:00,13:48:00,,,,,,,,,,,
40368,8,18-12-2017 00:00,07:48:00,12,,,,,,,,,,
40371,8,05-04-2017 00:00,03:55:00,,,,,,,,,,,
40403,8,26-03-2019 00:00,04:33:00,,,,,,,,,,,
40406,8,26-01-2019 00:00,21:52:00,3,,,,,,,,,,
40427,8,25-08-2018 00:00,14:45:00,,,,,,,,,,,
40499,8,10-08-2017 00:00,18:13:00,6,,,,,,,,,,
40511,8,30-07-2018 00:00,16:26:00,7,,,,,,,,,,
40526,8,29-08-2017 00:00,23:57:00,,,,,,,,,,,
40550,8,25-09-2018 00:00,22:08:00,19,,,,,,,,,,
40569,8,03-05-2018 00:00,16:30:00,1,,,,,,,,,,
40573,8,05-09-2017 00:00,01:52:00,,,,,,,,,,,
40574,8,08-05-2017 00:00,20:01:00,18,,,,,,,,,,
40577,8,19-06-2018 00:00,16:04:00,3,,,,,,,,,,
40587,8,18-06-2017 00:00,21:01:00,14,,,,,,,,,,
40606,8,12-03-2017 00:00,16:39:00,12,,,,,,,,,,
40644,8,15-04-2018 00:00,21:09:00,5,,,,,,,,,,
40659,8,25-02-2019 00:00,11:36:00,,,,,,,,,,,
40671,8,24-12-2017 00:00,15:47:00,,,,,,,,,,,
40690,8,13-05-2019 00:00,08:20:00,5,,,,,,,,,,
40720,8,14-04-2019 00:00,05:59:00,,,,,,,,,,,
40736,8,16-04-2017 00:00,03:26:00,7,,,,,,,,,,
40749,8,04-07-2018 00:00,05:01:00,10,,,,,,,,,,
40779,8,31-08-2017 00:00,00:56:00,,,,,,,,,,,
40784,8,08-10-2018 00:00,21:58:00,,,,,,,,,,,
40813,8,02-04-2018 00:00,23:54:00,,,,,,,,,,,
40814,8,14-09-2018 00:00,17:38:00,15,,,,,,,,,,
40838,8,02-05-2018 00:00,11:12:00,16,,,,,,,,,,
40846,8,27-11-2018 00:00,09:21:00,11,,,,,,,,,,
40870,8,05-08-2018 00:00,20:56:00,1,,,,,,,,,,
40882,8,08-11-2018 00:00,21:30:00,11,,,,,,,,,,
40885,8,03-05-2018 00:00,23:26:00,,,,,,,,,,,
